4033,"Swimming in crude oil lake in Iraq, maybe to protect against coronavirus",0 10
4451,Guess which celebrity hasnt gotten the coronavirus....... Chuck Norris. Coincidence? I think not.,10
219,This corona virus pandemic is going to leave more people bankrupt than dead.,3 4
4449,Sorry Seb. Burning with urination and a urethral discharge arent symptoms of COVID19,4 6
3699,"Na the person wey go get mind to tell us say the Covid19 donated relief funds don follow that fire go, na him I dey wait for.",4 6 10
1113,corona go away before april 29 so reveluvs can go watch trolls koream ver in the theaters,6 10
4210,Our love for God is only as strong as our love for our neighbor. -William Murrell COVID19 Church,0 2
3293,$MBRX Announces Active Compound in WP1122 Reduces Coronavirus Replication In Vitro by 100%,8
4663,I would like very much to be congratulated for not breaking into my chocolate stash until today CoronavirusNewYork coronavirus,0 10
121,One things for sure: Corona Virus has been really good for the environment.,0 1 9
1982,Historians will judge the Coronavirus panic as the biggest overreaction in the history of mankind.,5 6 9
1485,"mom if you see this i love u but stop telling people the coronavirus vaccine will be how the government microchips us, ur scaring the hoes",4 10
2022,CoronaVirus U.K. : 381 Dead Over The Last 24 Hours in The United Kingdom. Source :,8
365,my diet now consists of nachos and I havent showered in 2 days coronavirus,5 9
3719,"Dear Covid19 Will you please retaliate on our behalf. We're hopeless, helpless, restless speechless. DomacileLaw 370",3 6
575,To the expectorating cyclist at the Park St Parkville crossing this morning: think in this Corona-era youre better to swallow.,5 6 10
4057,Disappointed to see so many people still out and about on my way home from work at 6pm. Just stay home. Its simple. COVID19,0 5 6
1252,Waiting on the extreme theorist that says Coronavirus was an intricate long con ploy to get everyone to buy Animal Crossing,7 10
3814,"downing wine bottles like water, this corona gotta go.",4 5 10
1731,the corona pandemic really and truly have me crying every second when i remind myself of its economic impact,5 10
1871,my brother rlly still going out as if corona aint a thing pls i need to kick him OUT,6
1683,How many American lives could the 25th Amendment save right now if invoked? 25thAmendment COVID19 MoronInChief,0 4 9
798,"US coronavirus deaths set one-day record at 865, according to Johns Hopkins University: AFP news agency",8
4744,ill believe the corona was in those damn popeyes sandwiches before I believe its in the 5g,7 10
2222,USA did 2Mn people testing till now for Corona great job . President needs to be appreciated.,1
4631,Stop spreading false news about the armed forces but rather lets direct that energy in fighting the coronavirus,0
2955,Corona Virus made most forget to wish each other Happy New Month. Happy New Month Guys. Lets stay Safe and Alive.,0 2 5
4614,"Instead of checking scores, my husband is checking confirmed cases and deaths Coronavirus",4 5 6
724,"CoronavirusOutbreak: more than 42,000 deaths due to COVID19 worldwide, more than 8.5 lakh people infected. Coronavirustruth",8
3072,My best friend's 3 y.o nephew went into hospital last night with suspected coronavirus. Praying he's ok,2
2002,"imagine if the corona virus is just an april fools prank, but it lasts forever.",3 4 9 10
563,Probably one of the best Senior skip d... months weve had!! seniors2020 COVID19 coronavirus senioryearsucks,0 1 10
3665,Use the following words in a sentence to describe 45. lackadaisical POTUS COVID19,3 6 9 10
579,LayLay lit on live I LOVE IT SHE SO FINE I CANT WAIT TILL SHE COME DOWN Fck Corona,0 10
3206,thought i was getting corona turns out i was jus ab to start my period we safe,1 10
4335,People finally catching up to this? China has been lying about the Wuhan COVID-19 virus for months now...,6 7
1950,willfully and knowingly propogating corona disease an act of patriotism..??? it is true terrorism..,6 7
2981,"Deaths have decreased in 5 in World totaling 83,103 in this place. Already 166,211 worldwide. coronavirus covid19 World",8
4775,Heartbreaking story 1030pm KCAL9...husband out of ICU for COVID19..wife in ICU w/it she has underlying issues...,5 8
3944,"Dear World, How Do you take revenge of coronavirus attack against China ? NarendraModi WHO COVID19",6 7
2470,Must read thread on low level antibodies from recovered COVID19 cases.,0 4 8
2341,"Trump made COVID19 much worse ... and yes, airport testing was a joke (which probably made things a lot worse)",6
1965,I hope that stubborn 3% Malaysians listen to this. No age group is spared from this virus. COVID19 is not a joke!,4 6
4130,Got up at a normal pre Corona time and rah when this is all over the readjustment will hit hard,3 4 5
4459,"I have 12 Corona gake galle ebile, ke batla Savanna",5 10
3422,"Tomorrow is April fools day. COVID19 jokes are in bad taste yall... keep it funny, but not like... stupid.",0 10
2032,Anyone else think this is fearmongering? An attempt to up the panic? coronavirustruth coronavirus,4 7 9
1587,Drake said a glass of wine keeps Corona away and he NOT lying,8 10
4226,BREAKING: 120 new COVID19 cases and 2 new deaths Total confirm cases in Thailand : 1771 total confirm cases (with 12 deaths) 19,8
2279,Whoever says there's a coronavirus vaccine as a April fool's joke might be found dead on April 2nd,6
3959,"Send Omar and Rajdeep, force them to hug Corona infected Tablighi.",4 10
2657,hey just a thought STOP GOING AND FUCKING HANGING OUT WITH YOUR FRIENDS AND SHIT AND HAVING CORONAVIRUS PARTIES people are FUCKING DYING,6
931,i lost my lil part time check to corona today. im sad. imma miss that job,5
2868,"If alcohol based hand sanitizer kills coronavirus, why cant we drink to cure it?",3 10
3588,CORONAVIRUS LOCKDOWN DAY ONE: Jesus Christ Cancels Return To Earth Amid Pandemic,3 10
2118,i was planning to go out to buy the t ver but after my dad heard a 13 y/o died of corona........,4 5
4144,"There is also BC (Before Corona) and AC, which I hope to see someday.",0
1863,One dead every 3 minutes in NY due to coronavirus. Let it sink in.,4 5
1985,What a powerful and emotional interview between and Nurse Carley Rice. coronavirus COVID19,1 2
2373,I was suposed to go to Portugal and now i'm stuck at home. I can't even go out love you corona,5 6
1675,We must remember this statement when we turn a page of COVID19 history of Japan later.,1 3 6 8
3083,This close interaction is positive and beneficial to accelerate the curb the destruction due to corona.,0 1
4852,"the amount of times ive been told iF tHe CoRoNa ViRuS dOeSnT tAkE yOu OuT, cAn I is embarrassing",6 10
2760,Heh! Dr. Fauci wont play the Democrats game. coronavirus,9 10
347,Maybe the biggest blessing in this Coronavirus is that its making us all understand what we take for granted.,0
228,How are we supposed to know we are sick..more complex things to come.. COVID19,4
4874,so you're saying the reason for ECQ is not corona-related. gotcha,3 7 9 10
4209,"The spring season this year, isnt a spring ,,, COVID19 blooming_flowers 2020",5 10
4105,I heard having no taste is a symptom of coronavirus so I hope everybody who likes Joe Biden is doing okay,0 10
1357,I cant get on Facebook anymore because everyone and their mother thinks theyre a part of the Coronavirus task force,4 10
553,I know this coronavirus shit sucks rn but honestly being stuck inside for a whole month of 4/20 doesnt sound awful,0 4 5
1526,I hate the fear of getting sick because then Ill think its corona,4
4243,Don't use April Fools to make jokes about having the coronavirus. People are sick and have died. Grow the fuck up.,6
3404,"Good morning, cant wait for everyone to say hahah ah I got corona and then HaPpY fOoLs DaY",6 10
666,LIVE IN 1 hour on youtube FacebookLive or twitch Covid_19 COVIDIOT SocialDistancing TigerKing LoveIsBlind,5 8 9
3764,Your boy really got hit with the corona virus 10/10 not tight.,5
95,"Im scared to buy some weed, idk who corona filled fingers been bagging my shit.",4 10
2228,Do we have any dashboard from the central govt where we can have reliable information on status of COVID19 in India and its states ?,0 5 7 9
1323,"She has nothing to do with corona virus, but certainly she has alot of fake accounts",9 10
3219,Meanwhile a shipment of Covid19 test kits on the way to UK were found to be contaminated with the virus.,4 5 8
3606,today is national trust issues day. today my anxiety is up. but hopefully tomorrow they say corona was jus funny joke ahaha,0 10
3956,"RT Woman, 90, dies from coronavirus in Belgium after refusing a ventilator and telling doctors: 'I had a good life, keep this for",5 8
4069,My hands need to SocialDistance from my face! coronavirus COVID19Ontario COVID pandemic,4 10
1461,Real question. Is it ok to wear a ski mask . QuestionOfTheDay COVID19,4 9
2781,You cant bone spur your way out of the corona virus 45 OhLawdHeComin,6 10
756,Dnt go out TG lo -97 Ap lo - 87 Corona positive cases : COVID19 StayHomeStaySafe,0 8
1565,i swear if the government don't say april fools tomorrow on this corona sht im gonna cry... i miss da homies,5 10
1164,My thoughts and prayers with get well soon. Your show on keeps me awake till 2am Nigeria time. COVID19,2 5
87,Once this corona shit is over Im deff getting a on my butt cheek,0 10
2319,"I just pulled a on my bedroom thanks to good ole corona. No indoor plants yet, but rest assured theyre on their way.",0 10
1551,"Baby H-E-B extended the corona pay until May 10th. Whew, once all this shit over Im gone be that $2 raise.",0 8 10
1841,"First, they spread TERRORISM to the world Now they're spreading CORONA to the world TablighiJamaat CoronaJihaad",6 7
4078,"I don't even know what to play, all the servers absolutely dog shit... Can we skip Corona season already? Fuck...",6 10
4355,Today In Church History: Hollywood is the First to Encounter God In Coronavirus,5 10
3328,Hi can someone put me in a coma and wake me up when all this virus shit has ended? Okay thanks COVID19,4 10
23,"CORONAVIRUS TRUMP Wed, 1 Apr 2020 00:00:00 CDT",0 8 9
3696,So apparently over 700 to 1000 people die due to coronavirus and aint that some crazy stuff,4 9
1138,Really praying for everyone that has been laid off due to the Coronavirus. Trusting God for you and with you.,2
1764,If I smother an old person with a My Pillow will that help the economy? COVID19 COVID MyPillowGuy MyPillow TrumpPressConference,6 10
232,These young niggas out here dying from that Corona because they immune system aint strong enough from donating all that plasma,5 10
433,Corona virus now an earthquake... if the world is gonna end like this I might as well text me ex,3 4
4536,Been praying for time off for awhile now Just to rest and spend time with my child Never knew it would take coronavirus for it to happen,0 1 2
3568,"Tv Show unforgettable season 1 ep 3 mentions the word Corona yet, was filmed in 2011",7 9
4674,My uncle walked into my room and looked at me with disappointment and said this is where corona started and walked out,10
4879,I want this Coronavirus to end so I can go outside but no Im stuck in my house,6
2187,I dont know anyone personally who has corona virus. Thats my measurement. The rest is media.,6 7
4646,"Corona Virus, Flu Virus, Miley Cyrus IDGAF They bet not close the liquor store.",10
3087,StayHomeStaySafe to keep that coronavirus at bay. Lift up a prayer unto the LORD for He hears.,2
2030,When you have a brain injury you survive off Ibuprofen on a daily basis. Pray to God I dont get Corona,4 10
2236,cool so can coronavirus pls be an april fools joke. please. Please. i promise i wont get mad,0 10
1577,I know say corona no fit kii me as we start our lockdown today . Na just make hunger no change pesin head and body shape . AbiansStayAtHome,0 9 10
2113,Wearing a designer medical face mask for social media doesnt mean youre an eco are for covid19. Please just stop it.,6
3468,"Wow, thats a really long wait. capchat pathchat COVID19",5 6
2402,why would u joke abt corona wtf it's not funny sia,6 10
1509,Boss Why are you forcing dimples at a time when we are busy looking for Corona virus vaccine,10
1633,AprilFoolsDay if corona virus ends today what's the first thing you would do.,0
4363,Quarantine = Lots and lots of Music who agrees? coronavirus playlist spotify,0
1024,I hope I am wrong but I think this Coronavirus shit is going to last at least 6 Months,3
2124,Face screening in China As CoronaPandemic curve go up in multiple Countries CoronavirusOutbreak,5 8 9
2418,wym white house predicts 100k-200k deaths from coronavirus in the US STAY YALL ASS TF HOME DAMNNN,3 4
174,Florida and Texas (among others) need to start to act NOW. coronavirus CoronaUpdate,6 8
229,Yup. Sigh. RT People concerned about Benghazi but not about ineptness in COVID19 amaze me.,3 6 10
2029,I hope that folks that got turned down for corona tests can get tested for immunity soon,0
4606,March 2014-Ebola virus.March 2020 - Corona virus. After they will tell us that kings and queens are born in March. Virus children.,6 10
658,Rationalizing deaths and comparing numbers is to other diseases are probably some of the most absurd tweets Ive seen on Twitter. COVID19,6
508,"**CoVid19 PSA** However seriously youre taking CoVid19 right now, take this thread even more seriously.",0 4 6
31,Emergency warning signs for COVID19: -new confusion or inability to arouse thatcouldmeananything but -bluish lips or face thatsjustscary,4 8
208,"Giliran corona, harga hotel murce2. Pen staycations aing",5
4526,"God US people of the world ask for one saving blessing, Coronavirus Will End , AMEN",2
3613,How do all these medics find the time to tweet in a crisis? Multitaskers all of them. coronavirus Covid_19,6 9 10
3961,"If you try to pull a Coronavirus April Foole joke tomorrow, you're getting blocked, punched, something. Shits not funny.",6
1911,Im tired of fighting the corona i wanna be a non-essential,5 6
2557,This corona 15 hittin me hard bruhhhhhh.. or was I just fat before too?? Stay tuned to find out !!,10
3429,there are gonna be so many bad mixtapes coming out this summer... no i'm not ready to hear the corona sessions,3 5
4484,The Coronavirus is THE BGGEST COCKBLOCK in History! and I thought my exs friend was bad,4 10
3141,so ik im not supposed to take ibprophen during corona but my uterus is telling me otherwise.,4 5
3925,Happy new month fam! COVID19 wouldnt even let me April fool in peace I almost landed at NCDC quarantine facility .,0 5 10
981,PR-ime minister donated PPE to Serbia. So the new COVID-19 hospitals are in Serbia. Great! Covid_19 ModiMadeDisaster,1 9 10
1303,every time i see coronavirus my brain reads it in cardi bs voice. im furious.,6 10
566,Wuhan Chinese virus spread Not spread Shanghai and other Chinese Area. Yes. Chinese corona weapon,0 6 7
3990,"it would be nice if this was an international april fools prank or something, js AprilFools COVID19",0 10
366,What if trump didnt act on covid19 fast enough just so it can pause the election and we get another year of him?,6 7
746,"With Corona Virus, and now Tiger King, 2020 is just throwing words against a wall and is just running with whatever sticks together..",10
4902,"7 new confirmed case(s) in Taiwan totaling 329 in this place. Already 859,920 worldwide. coronavirus covid19 Taiwan",8
3842,A night on the beach would be lovely right now. Damn You CORONAVIRUS,6
4351,Trump has touted as a treatment option for COVID-19 coronavirus patients despite concern among medical experts. TrumpSayModiObey,6 8
4642,"Happy new month y'all,my birth month is here, God please let this month be a better one this covid19 must stop too inshallah. April15",0
1223,I probably dont look great because I have coronavirus BRUHWTFLMAO this whole no rules news thing is the move,10
2511,"BREAKING: Bangladesh reports one more death case from coronavirus, taking the death toll to 6, says health minister.",8
3783,Liquor stores are essential. Quarantine gonna make my liver so black itll get coronavirus for sure,4 6 10
2277,"Stay safe. COVID19 doesn't care about about party affiliation. No one is immune, find peace.",2 4
2642,"Nothing last forever, Corona Virus will Vanish this month. Happy New Month",0
3166,"Coronavirus outbreak in India: From 1 to 2,500 cases: 9 weeks From 2,500 to 5,000 cases: 6 days Logical to lockdownextension",8
832,"My privilege is about to be loud as shit, but why exactly does it seem like most people arent able to get tested for coronavirus?",4 5 10
1159,NYC tune into at 8:10am as I talk to about the State's latest coronavirus response efforts.,8 9
3148,I pray let's dz rain carry Corona go far away,2
2595,Covid19 China_Originated_Virus_In_December_2019 TablighiJamaat is Spreader !! coronavirus TablighiJamaat NizamuddinMarkaj,3 9
233,Next year in Jerusalem - with homemade gelfite fish and a world that has a Coronavirus vaccine.,0
1068,Nobody: Trinidad: 85 cases of Corona Me: Why I still in this country baii.....,4 5
4357,COVID19 in my town. health rehab center tests positive. Just a matter of time before it came here.,3 4
4479,Ive spent the past two weeks recovering from coronavirus. There is work to be done.,0 9
3667,"Yo serious question, anyone got workout routines / diets to go on this corona break",0 9
2071,Puducherry - 2 new CoronaVirus Cases.. Both returned from NizamuddinMarkaz Total cases - 3 CoronaVirusIndia Corona,8 9
4559,"also openly transphobic, made people believe he had coronavirus and was poor etc hes just a sad loser",4 5
4444,So bitches was outside fighting eachother aint AINT jump the Coronavirus weak ass bitches,6 10
328,AprilFoolsDay is cancelled this year because the whole of 2020 has been a complete joke with this coronavirus,3 5 10
3390,"If you thought the gym was packed on January 1st, just wait till COVID19 is over.",0 4 10
4795,"Is the Grand Correction relevant again, thanks to Coronavirus",0 10
4644,"thank you for working toward Coronavirus aid going to people, not oil corporations! FamiliesFirst",1
2360,24742 new corona virus cases in the US today,4 8 9
640,"Abeg, can they just come out and say Coronavirus was an April Fools joke bc I am TIRED",3 6
3286,World is busy in fighting COVID19 penedamic n India is busy in changing the demography of Kashmir WeRejectDomicile,6
2803,"coronavirus slowing down my move, this shit needs to get tf asap.",6 10
2318,mme el ghouche finna k*ll me before covid19 even tries,5 6 10
3156,my dad really tried to tell me that onions can cure corona today... the whatsapp uncles need to stop this baqwaas,3 10
2449,"Just an fyi, Coronavirus should not be a part of any April Fools joke tomorrow. Shit aint gonna be funny.",6
4240,Let's make this easy. Those who acknowledge COVID19 as a pandemic = good. Those who short change it = bad,9 10
3640,At least coronavirus has saved us from hearing about Jarred Kelenic. Mets,9 10
1501,HEARTBREAKING: Netherlands today reports +777 new cases and +234 new deaths with COVID19.,5 8
116,So whos ready for everyone and there mother saying coronavirus isnt real April fools,6 10
4289,"if youre boyfriend gets corona, im not saying he deserves it. all im saying is Gods timing is ALWAYS right cheatersNEVERwin",3 10
2447,Really just waiting for the corona virus to come out as an april fools joke. cant even be mad that mf got us good no cap,5 10
1498,COVID -19 Highly Confirmed Case's Out side chaina. StayHomeStaySafe FightAgainstCOVID19,8 9
1941,i cant believe we were joking about covid19 only infecting chinese during this time heeeeh,4 10
2674,I request fools and pranksters to stay home or else Cockroach on your bed becomes Corona in your blood,6 10
4776,"I go back on immunosuppressants tomorrow. So tonight I drink, because fuck the reality of being immunosuppressed in the time of coronavirus.",6 10
2474,"nobody dies a virgin, coronavirus fucks us all - kurt cobain",3 6 10
4950,Its good to know that people are actually taking protection seriously. COVID19 COVID19Malaysia,0 1
1620,tw// theres a chance i can get the Corona virus epic,4 5 10
3314,I hope to wake up tmrw to see that this corona shit is all just a joke,0 5
534,"You're about to get $1,200 from the gov. That's a down payment on a tiger! TigerKing COVID19",3 10
222,I wish to make a cash donation to help stop the speed of corona virus. How may I do that please,0 1 9
3331,breaking news: coronavirus quarantine is killing the shampoo industry! yall be looking greasy as fuck!,6 10
3571,Stay at home. COVID19 Update: Country: Belize Total Cases: 3 Total Deaths: 0 Total Recovered: 0 Total Active Cases: 3,8
1865,should i tell my mom im coughing from my wax pen and not corona cuz she do be working in a medical office,4 10
3562,The fear of coronavirus: I refused to shake hands in my dream. Make this virus commot jo.,10
3724,Its crazy how the United States had the worst response to the Coronavirus in the entire world...,5 6
2713,Unpopular and Insensitive Thought... Corona and Quarantine is a marketing campaign by OTT platforms...!!,7
3832,does the corona virus also spread some new FAT ASS gene? where are all these thick butts coming from rn.,10
2417,India reports 227 new coronavirus cases in a day Covid_19india CoronavirusOutbreakindia COVID19,8
46,"Sooo, *has* anybody made a fan OC of COVID-19 for the Cells at Work world?",0 6 9 10
3012,"Hey, I'm a designer out of a job, and recently recovered from coronavirus. Do you need seamstresses to make masks?",8 9 10
2432,Might be a bit bush-league but ... Corona is throwing a no hitter through 3,3 9 10
2636,coronavirus may hurt some states more than others. Texas Florida Louisiana Thanks for breaking it down.,4 8
298,I pray that this P200-B will really reach the poor. covid19 pray PrayForPhilippines,2
4931,today is my birthday ...i think the better way to celebrate is to donate PM CARES Fund for amid Corona crisis..,0 1
1873,"Muslims are spreading corona, doing CoronaJihaad. So, if you want to avoid getting infected by COVID19, please BoycottMuslims.",0 3 6
305,"Studies say that the only way to stop Coronavirus is to drink bleach, dont quote me tho",10
367,been feelin a lot like a coronavirus patient lately the way im sick as hell,4 6
1185,cnnturk He says everyone most probably will meet with the virus but may not be infected as well.. coronavirus Covid_19,0 8 9
3484,To all the beautiful girls who made April fools. This tweet for you that I'm still alive and fighting corona. AprilFoolsDay,0 6 10
1421,I want God to wipe away Corona virus or any other disease the devil is planning to invent again. Amen,0 2
4318,Corona virus sucks but Ive gotten a lot better at putting OG tubes in,0 10
1553,"If Coronavirus goes on much longer, even Tom Adeyemi could return. itfc",10
447,Dont go outside because lets face it no one can afford the cost of treatment for Coronavirus,3 4 5
871,"Death toll so far; Corona Virus 1, Police Brutality 3.",3 6 8
300,Jeff Grosso passed away from complications of the coronavirus today,4 5
259,"Coronavirus: U.S. doctors, nurses overseas desperate to come home as borders close",8
3398,Put a finger down on if your rent is due but you have zero dollars in your bank account because you got laid off because of COVID19,3 5 9
1741,I said I would get all 5's this semester. Corona virus must have heard me.,10
3457,"How miserable a bhakt will feel, if a Chinese muslim woman develops the vaccine against COVID19 ! Fourth degree burn!",6 10
848,Swedish state epidemiologist: Majority of covid-19 infections are from persons without symptoms,8
3586,"List the possible impacts of COVID19 on your business, estimate the financial impact and develop mitigation strategies COVID19SMESURVIVIAL",0 9
502,Theres a korean idol joking about corona? Are they f*cking okay?,6
2203,Breaking news : John Biden and Nancy Pelosi just saved the United States. They banded the coronavirus from spreading in the country.,10
3183,But Corona Comes From Quran And It Doesn't Affect Muslims. Corona Attacks Kafir Only.,0 7 9
41,Do you know whos also at risk for the corona virus? People who live in apartment buildings,4 6 9
1894,I had two goals that I was sooooo close to accomplishing and Coronavirus fucked me up so bad,3 6
3655,"If corona still exists today, there must be some mix up Meanwhile, don't wash em hands AprilFoolsDay",10
4336,How high do you think the actual Corona infection and death numbers are in China? I'd bet the real values are 10X what's being reported.,7 9
19,Watch the government play off Corona virus as a big April Fools Joke,10
1168,I WAS ABOUT TO SAY THAT PPL SHOULDNT HATE MOOSE SO MUCH CUZ HES BEEN NICE ON MY ISLAND BUT HE FUCKING GAVE ME CORONAVIRUS WTF MOOSE,6 10
3728,I refuse to read the news until my student loans are forgiven. And thats on periodt. COVID19 COVID19,2 5 6
255,"Happy new month to you all, may dis new month drive Corona away. staysave stay",0
3227,"It's safe to say since 2016, 2020 is the biggest clusterfuck, FUBAR year in the last 100 years. COVID19 coronavirus",5 6
2422,Buhari should better come and tell us that this corona thing is AprilFool but we can stay at home till on 14th,2 5 6
4708,"Didnt the CDC say COVID19 can live on mail indefinitely, specifically on bills? COVID19 CoronaLockdown",4 10
387,Not sure if its corona virus or my dab pen making my throat itch,4
2238,founder has said he will donate $1bn towards efforts to tackle the coronavirus pandemic,8
3831,"If the schools re-open, we MUST boycott them or we are allowing further spread. COVID19 lockdownuk HerdimmunityIsMurder",0 4 6
2147,So lets just imagine we wake up tmr and they say the coronavirus was just a early april fools joke,0 5 9 10
4937,"Judiciary is biased, impressed by anti Hindu, anti National media. Also Jail is not safe for prevention of corona. CoronaRiskForPrisoners",6
734,A hospital with a morgue in Central Park?! This is a moment in history.. RIP to every1 lost. Stay tf home. coronavirus itsreal,0 4 5
1103,The only way I could believe ChrisCuomo got infected with the Coronavirus is if he actually dies from it! I don't believe in FakeNews!,3 7 9
2854,"Almost Ww3 , then the Australian wildfire , now corona , God just b bored now huh",5 10
61,Im working on a new blog about how COVID19 is changing collegiate learning. Heres the at-home setup.,0 5 8 9
1946,"Apparently Rats and Snakes can't catch the Corona virus. So don't worry, y'all are safe.",10
760,. Corona has left a huge impact to the extent that we are looking for Social Distancing on old tv serials as well.,5 9 10
3687,Wish they can hit us with that April fools on this corona virus shit ..,3 4 6
75,ORANGE CHICKEN = CHINESE FOOD CORONA VIRUS = YOU CANT CALL IT THE CHINESE VIRUS BECAUSE THATS RACIST. PLEASE HELP ME UNDERSTAND.,6 10
4397,Ask them to publish names of Corona viruse victims and names of those died due to this viruse in India as on today.,5 6
2444,ok its april fools day now government .. u can tell us corona is a prank now,3 10
811,i best not catch any of yall making april fools jokes about the coronavirus cause that block button will be looking really good then,6 10
680,"MGS Physio, business as usual, controlling the risk of infection",1 8 9
472,We aren't inspired by your horrible leadership. Corona spread because you tried to be a hero. QUIT!,0 6
1937,can probably help bruh lemons are not not going to help you fight off coronavirus. dont be stupid,6 7 9 10
3432,I hope the government tells us corona virus was a AprilFools joke tomorrow,0
3578,The remaining 8 states that have not shut down to help stop the spread of Covid-19 coronavirus all have Republican governors. Why?,3 6 9
1027,Wouldnt it be mad if theyre was a sequel to 5 feet apart called 6 feet apart about corona virus COVID19 coronavirus,9 10
3196,i keep randomly hearing cardi b screaming coronavirus in my head,10
739,"9 new recoveries in New Zealand totaling 83 in this place. Already 178,099 worldwide. coronavirus covid19 NewZealand",5 8
4566,I wonder what people from other countries think of Trump and how he is handling the corona virus in America...,3 4 9
2031,dad walked in on me watching an art stream where peter griffin was the coronavirus and he didn't ask about it but i know he wanted to,5 10
2924,Coronavirus aka Mad Dogg 2020 is messing up a shit ton of money for me... I'm losing money day by day. CoronavirusUSA Coronavirus,5 6
4129,wish I could still go see my bed princess. mood went so down knowing my entire flight got cancelled....fuck you corona virus.,6
475,"With 3 More Positive Cases ,Total Number of Positive Cases in JK For Today Is 14 139 in Total 139 Covid19",5 8
354,Gods Goddesses : No more April Fooling coronavirus Go back to heavens! Let humans fool one another 01 April 2020,0 2 6 10
1133,people discussing drink recipes to fight corona ....the whatsapp moms came out of them,3 10
3937,NewsAlert US coronavirus deaths set one-day record at 865: Johns Hopkins University (AFP),8
4124,Yall den messed me up so bad I thought it said Coronavirus for a sec...,3 4 10
750,"Maybe tomorrow the gov will be like APRIL FOOLS the covid19 was all a lie, go back to ur normal lives",0 2 10
3823,WTF jaejoong corona virus isnt something to be joked about.,6
431,I request to all people of india to stay at home and fight with corona virus.,0
1087,"Drive in voting? Okay, Joe actually HAS lost it. coronavirus driveinvoting",5 9
4546,COVID19 JammuAndKashmir 11 new cases in Kashmir Division and 3 New Cases from Jammu. Total so far is 139.,8
942,"Indian Media : Corona Jihad, corona muslim hai. Corone be like : Am i a Joke to u",8 10
1918,TWITTER IS NOT LETTING ME POST CERTAIN THINGS ABOUT THE CORONAVIRUS SITUATION: CORONAVIRUSUNIT dot COM,5 6 7
4945,TRUMP's Wing-it strategy has met its match: coronavirus. And this will have dire consequences on the American people.,3 4 9
3564,Gosh!!! Chris Cuomo testing positive for corona is such bad news. I pray he gets better.,1 2
878,ICYMI Trump was one of the first morons to call coronavirus the flu.,5 6
4837,DrAnbumani says that There's medicine for Covid19. That's Social Distancing only nothing else. PMKcallsCurfewExtension,4 8
2320,watch when this corona virus over me and my baby going EVERYWHERE doing EVERYTHING,0 4
138,WHY ARE U USING COVID19 AS EXCUSE TO NOT GIVE SCHEDULE TO GOT7 WHEN OTHER GROUPS CAN???????,6 9
4963,So is April fools closed tomorrow or can I still... idk.. act a fool? COVID19 china carona lime,6 10
4553,How much money have you donated to fight the Corona virus Nancy,1 7 9
180,tomorrow in the news trump is gonna be like april fools the corona virus isn't real,0 10
2874,wtf so that jaejoong guy lied about having corona for april fools how stupid u gotta be...,6
4201,Athe fact that People can comapin about working remote when a lot of people out there have no jobs because of corona is beyond me.,6
857,The talk of economy over life sounds so familiar. And is still not thought to the end. corona climate pollution,6 9
4585,"In an already struggling economy, the corona virus is causing massive losses to the small scale industries God save our country",2 9
294,My fingers keep itching to book a flight for the summer but the way Miss Corona acting idek,5 10
2364,"All the persons are , that take part in jalsa are may be infected , novel Corona virus-19 NizamuddinMarkaz",3 4 8
973,"Chris Cuomo is my new hero....doing a tv show with coronavirus, looking like crap....",0 9 10
1376,"Widespread usage of masks helped control Corona spread in Singapore,South Korea,Japan,Hong Kong says Guardian.",1 8 9
1289,Whew theyre saying this corona is hitting black people more than any other race,4 5 6
1430,This corona shit got me feeling like im on house arrest w internet access,10
4988,Lets all vow NOT to use COVID-19 or Coronavirus in our April Fools jokes..tbh we dont need to joke at all right now,5 6
533,I heard one of the symptoms of Corona is being a right cunt. Finally found out whats wrong with my ex.,6 10
448,If only we could wake up in the morning n coronavirus was all an April fools joke:((,2 5
3263,Finally some good news ChinaVirus ChineseVirus COVID19. . and much China and dirty Chinese.,0 7
997,"This wouldnt happen if their Mayor, Joy Belmonte is doing her job properly and fairly. COVID19",4 6
1487,A doctor explains how homemade masks might create a false sense of security. COVID19,4 6 8
4079,just found out i barely getting $200 dollars a week from unemployment. im going to be in so much debt because of corona,3 4
406,With CNN no longer covering the Corona Virus briefings there should be no need for Jim Acosta to be there.,6 9 10
862,we literally hugged 4 days ago madame. also id catch corona for you,2 10
2744,Poor European don't know you are fucking hiding the true numbers of cases to overcome the coronavirus in Iran,6 9
4494,"Besides all the Coronavirus stuff going on, I'm happy and extremely blessed. Almost finished with grad school.",0 2
4474,I dont want to hear any dumb Corona virus April fools jokes tomorrow. Nothing funny about whats going on right now. coronavirus COVID19,4 6
1220,BREAKING: 13 Qantas baggage handlers at Adelaide Airport have Covid19. SA Health on the case....,4 8
689,I'm on track to get every gun gold in ModernWarfare by the end of corona season. Send help,0 10
2445,Livin wit my grandparents. No job. No school. No basketball. Corona got me feelin like a big bum,3 5
2154,All I know is this damn Corona virus have a couple more weeks to tighten TF up,5 6
2345,Coronavirus has me feeling very good about living in the communist state of California. Communism is good at thwarting viruses.,0 10
3928,Almost with both my shows last day and brotherhood once this corona over finna get it reviewed,0 9
3445,Mhmmm i bet she like I wonder how that corona taste like ...,10
1977,was hoping that at midnight wed find out that coronavirus was just an april fools day prank but... here we are,3 4 5
